0,24079,1518,48
0,31515,9696,4
0,7612,13702,15
0,5709,19566,3
0,28193,24878,11
0,15576,25192,3
0,23012,25230,5
0,20669,27901,3
0,24662,39475,33
0,10384,43521,3
0,6809,43776,39
0,28897,47196,5
0,28171,47301,13
0,14047,50497,3
0,13519,50554,3
0,31812,51422,8
0,8624,53279,10
0,30503,54907,4
0,6215,55412,8
0,2376,57551,6
0,27302,60923,4
0,20823,62578,5
0,33792,65838,17
0,5599,66817,10
0,19745,68344,3
0,924,68704,21
0,11440,70665,5
0,19844,71592,8
0,13486,74953,5
0,14762,78831,31
0,15433,80105,3
0,26785,83563,5
0,2717,84580,5
0,14476,90153,99
0,11418,91290,4
0,4950,95188,10
0,16973,99454,4
0,8096,99945,4
0,12452,101647,4
0,22946,102303,3
0,14465,105245,7
0,33759,106797,8
0,31834,109332,4
0,26510,113442,26
0,8701,2020,20
0,23980,2420,140
0,18953,4159,3
0,3465,4679,9
0,29007,4851,3
0,22693,6744,6
0,7667,6893,3
0,704,9081,2
0,19789,12340,6
0,8954,14369,3
0,891,15495,3
0,32098,19594,5
0,4499,21279,72
0,34397,22756,10
0,31009,23144,5
0,18942,24404,19
0,13783,27406,8
0,17688,29177,4
0,35343,29609,10
0,18029,34677,5
0,30525,37715,3
0,18601,38406,6
0,9779,40640,4
0,14894,41988,3
0,3663,43051,4
0,28523,48619,3
0,726,50144,3
0,16643,50847,6
0,34507,56146,3
0,20493,56558,10
0,15114,59723,3
0,9339,60560,3
0,88,61124,8
0,32538,63574,5
0,9317,64775,4
0,22660,66278,3
0,9834,67033,15
0,15323,70382,4
0,10032,75986,53
0,5907,78087,2
0,31218,79419,3
0,15191,82734,3
0,29370,90393,3
0,28336,92905,3
0,25828,95740,4
0,10714,97278,31
0,23716,101106,5
0,22,101862,7
0,15015,102118,3
0,21087,106790,3
0,25212,109148,10
0,18183,110145,3
0,1793,113482,16
0,3872,115905,11
0,473,115905,11
0,4356,794,14
0,16280,3165,5
0,19393,3411,7
0,869,3592,6
0,3630,4027,3
0,5500,5442,7
0,14124,6328,8
0,32791,7959,13
0,5390,13663,21
0,12573,18695,5
0,11033,31931,5
0,31438,32889,7
0,3839,35851,3
0,11407,38233,5
0,1067,42651,100
0,18799,45055,2
0,3696,45198,81
0,23254,49611,3
0,22484,49739,7
0,20680,49934,3
0,25014,51117,3
0,3212,51643,6
0,34419,52481,17
0,12650,55192,4
0,17963,61813,3
0,23166,71097,5
0,13530,76105,3
0,9537,76963,10
0,23562,77091,12
0,4851,78312,3
0,7117,83783,4
0,29975,84247,2
0,29051,86877,3
0,22253,89309,4
0,11770,92076,6
0,15587,96021,4
0,15697,97567,9
0,22198,99164,6
0,12276,100178,3
0,19481,103121,3
0,29711,107449,5
0,32516,108952,3
0,5995,264,18
0,27610,830,4
0,15422,3793,3
0,27654,5912,10
0,18964,9357,3
0,2145,13334,5
0,25894,16581,5
0,20284,19326,84
0,29810,19897,5
0,22759,20003,5
0,17072,20596,6
0,14333,24252,28
0,17039,28094,6
0,4983,30077,3
0,4334,35410,13
0,20075,36438,7
0,28732,37433,3
0,27588,39466,3
0,21912,40652,8
0,28589,40824,4
0,20020,42003,3
0,8569,43916,4
0,16918,48645,5
0,31900,49946,4
0,20988,55240,3
0,31361,57362,8
0,19085,57702,3
0,9570,57964,10
0,25058,59233,10
0,4444,60387,3
0,3157,62566,4
0,2332,64710,3
0,3179,73507,3
0,26158,75163,2
0,35024,75741,3
0,3685,79086,6
0,1771,82398,4
0,21164,82415,6
0,1419,87476,4
0,9889,88605,104
0,23749,89517,5
0,26884,89537,3
0,13816,89717,22
0,10263,91658,4
0,18128,94461,3
0,18403,96825,6
0,25982,97860,5
0,28160,98713,3
0,7029,106084,6
0,24585,108690,6
0,32934,108953,20
0,29018,109039,10
0,23232,109654,17
0,4884,110576,26
0,1353,111225,106
0,11913,111494,5
0,19184,112576,3
0,11550,113346,4
0,25377,1201,6
0,7326,1809,3
0,23441,3186,2
0,28215,5875,4
0,8734,6368,127
0,5159,7390,4
0,22440,7511,3
0,27951,9461,23
0,20482,13050,3
0,20768,13243,3
0,35277,15719,5
0,17809,17287,90
0,27280,18630,12
0,15719,20110,9
0,19855,20208,87
0,10186,22945,4
0,19943,23099,4
0,28050,25749,16
0,2464,26257,3
0,20306,28698,3
0,30151,29621,19
0,24959,33867,15
0,26279,34706,3
0,23408,35811,3
0,30668,36213,7
0,30272,36632,5
0,9097,37152,14
0,27192,37402,3
0,2255,43316,9
0,25542,44600,7
0,451,46853,3
0,24277,47169,4
0,1100,47782,6
0,9592,54642,4
0,11165,54653,9
0,7546,61996,3
0,22154,66719,12
0,27247,67536,98
0,3377,68421,4
0,34969,69446,6
0,22583,73043,3
0,15928,81876,11
0,24783,83285,3
0,23705,86582,3
0,27907,88732,5
0,31449,89774,9
0,16412,95859,3
0,29645,96312,5
0,32758,104363,3
0,8030,105162,6
0,34826,108461,3
0,12111,113026,49
0,14531,115639,7
0,32890,4667,18
0,12342,7905,4
0,11847,10260,3
0,14883,11073,6
0,33473,12502,3
0,27489,16205,3
0,3443,18034,4
0,13277,18137,6
0,13178,22365,3
0,12353,22510,4
0,3949,22635,7
0,44,25164,3
0,11924,25422,3
0,6985,25672,7
0,32692,25836,58
0,19294,28996,4
0,2310,36152,29
0,32505,38345,6
0,27643,43683,3
0,20647,45029,3
0,5445,45443,27
0,10406,48082,7
0,5335,49993,10
0,32054,50007,9
0,19052,50324,6
0,9757,51844,4
0,31702,52780,7
0,32186,53115,12
0,5973,56369,4
0,6226,57628,6
0,21868,60509,4
0,4675,61101,4
0,29425,63706,3
0,33561,68322,17
0,1870,68467,3
0,26312,72990,19
0,33044,73720,8
0,9383,74012,4
0,15103,75860,6
0,11022,76950,4
0,22473,77453,3
0,26796,79543,3
0,27709,80215,4
0,34903,82590,5
0,154,82904,6
0,1529,84168,4
0,28391,86037,3
0,33264,86372,5
0,13354,89812,4
0,21461,91657,19
0,3256,95762,12
0,2651,102343,3
0,33836,103092,10
0,9207,103991,5
0,28556,110448,9
0,12067,111068,5
0,18700,111123,3
0,4785,115888,3
0,341,1246,3
0,24530,2457,3
0,5038,4387,11
0,6006,6857,3
0,27236,8084,6
0,18755,8160,4
0,3498,8173,3
0,5324,8666,12
0,26741,12427,25
0,13871,19445,14
0,24497,21812,3
0,880,24879,3
0,23155,26144,2
0,12474,26393,15
0,2123,37236,3
0,8129,43836,30
0,9438,48905,7
0,21703,51426,4
0,19734,52143,5
0,35145,54785,6
0,4081,59696,5
0,21285,62673,48
0,18634,63239,4
0,29271,66068,5
0,21538,66359,5
0,21516,72087,4
0,30800,74179,4
0,19404,75195,6
0,15972,79237,5
0,18095,86194,6
0,14102,94777,4
0,11957,95114,4
0,13233,100954,7
0,35244,102933,5
0,17138,105043,5
0,8448,112873,3
0,16544,114592,6
0,11187,115516,3
0,6446,115865,17
0,20405,3764,10
0,31614,5671,7
0,616,7473,6
0,17545,8381,3
0,17490,9385,5
0,27038,11135,3
0,847,13019,11
0,7337,13909,4
0,16830,14068,7
0,34771,15802,7
0,23991,17287,90
0,8987,17792,3
0,27665,18191,4
0,4587,18600,16
0,33957,19411,9
0,28248,21629,4
0,32879,23068,5
0,6204,24297,3
0,27456,27014,6
0,21615,29319,7
0,1881,30807,5
0,26202,36301,5
0,20757,37749,3
0,3124,39534,4
0,34518,45011,3
0,8382,50860,4
0,10791,53602,3
0,4301,54867,3
0,20845,55238,6
0,19657,56558,10
0,3168,61471,6
0,23529,64892,15
0,21780,65297,9
0,12243,74595,3
0,31779,74829,12
0,15378,79787,11
0,3784,81712,4
0,9636,82080,13
0,28347,82609,4
0,8305,83125,8
0,16324,85393,10
0,16247,85696,3
0,19580,89603,7
0,18018,92867,3
0,17105,95740,4
0,5291,97167,3
0,15213,98533,7
