1,32360,74608,30677,101060,55390,67733,98382,54063,86677,100116,46297,91290,94147,16734,88665,34728,26531,84994,64538,19228,66063,42845,102700,86085,100651,87837,8458,58049,46663,48486,86424,103421,57226,54506,97281,109854,46846,102129,106194,110188,43970,5509,73766,72251,11718,30474,98070,35247,38810,78059
2,95191,23889,83969,28554,102366,55511,24843,96224,60219,50494,43246,82129,68456,72853,11581,57605,94832,55098,100022,87258,50603,7890,48555,81139,1974,40126,87032,76463,7156,110713,56056,30053,82317,16414,96458,10612,49100,42443,95757,28766,16581,92106,33974,3779,92194,91555,31708,32122,81650,53909
3,110798,110872,76604,112161,94026,116409,115266,71741,90434,111906,7187,10176,56007,27087,13906,29052,101733,32423,113713,1736,89594,94997,25177,29009,17731,111751,42002,24177,113302,85203,88615,113918,51765,65358,40100,31656,86589,84476,87966,73811,112372,45550,36010,24889,94991,94948,79492,89217,23423,15053
11,113564,13624,26828,55774,15844,65676,45652,112173,68918,10528,54313,79345,15714,66955,20389,52751,78630,83429,27800,18952,82129,59862,19847,29549,32800,33940,78871,64874,38591,17210,32237,57085,27875,87013,99570,6264,35858,68793,21077,31137,19517,3547,73778,10800,34396,100792,36833,26062,59382,21941
13,18663,65417,106688,64425,48498,114792,51345,39182,59042,32582,78987,38202,94455,52844,12841,35335,35945,57171,70808,21721,44704,84850,65131,17166,49244,62605,69729,80534,9769,87570,68038,114296,112192,39192,19796,49992,40179,39035,65624,80618,15314,89770,327,46798,19092,40246,37147,30066,11678,50875
15,81372,102743,73953,80050,63972,107637,9774,91111,10443,85036,80249,94851,72425,75276,86451,88062,109585,79541,54598,92020,116499,85913,113840,105640,83459,106862,109164,103045,109586,65878,71388,71638,109399,44096,58633,109441,110963,104958,95527,28348,107783,103730,1985,448,45705,110559,110371,77068,113017,63428
16,103577,86218,22364,87818,69207,91283,111716,92723,102473,96858,102301,93001,107962,54790,70858,55051,92440,69027,24746,98297,51176,108432,87200,54485,100124,107203,58960,16869,103132,108907,103062,21329,34027,98073,75630,99556,104002,68473,89888,17038,100233,52851,88954,86641,110609,97919,106703,103707,62257,45253
17,107085,104978,107013,107098,37051,104962,108854,107805,99583,99655,92781,110854,106821,52546,108239,112040,103560,106407,10203,107420,99746,108192,61424,68180,110542,89965,53595,111636,107528,81647,107082,90111,70974,78453,110215,107829,83004,83092,109860,107668,103889,64069,65796,80628,113016,113684,109482,104097,102488,102072
22,43263,115206,86011,180,109936,7453,56104,68051,15169,70829,13564,67422,49603,16745,17146,6702,27761,38719,47804,10513,25433,7807,23649,104583,99843,61850,35305,55744,65241,1471,56404,56260,42503,38151,27864,22688,28493,76524,1490,31970,70148,4499,6865,69762,52855,42910,30367,16511,71749,3778
25,10230,33633,9810,101999,68328,71618,28310,21693,47618,12485,791,92109,65097,13249,89645,106891,68770,113516,942,48403,47882,9844,89656,42606,38710,93242,13251,2349,4581,87077,83839,2083,56363,6502,91219,26586,106821,70473,5329,80749,14299,99441,7804,49787,88674,24307,42826,89948,1239,71420
26,110172,94852,88619,87222,108205,89524,103204,113328,69398,90006,92421,116102,85661,107735,80341,80217,106798,80227,106741,86734,88240,89677,88580,96087,92861,100713,110580,106339,99108,88297,112070,87574,89864,75830,108909,92873,94186,80333,106260,97306,103148,97855,113433,114763,102299,87826,107295,92433,114125,97382
27,13308,13226,47617,29042,78015,90156,33583,88410,51018,71376,103159,42566,37704,50661,28108,89217,113700,60692,17841,82599,69454,89872,91205,9487,40272,36080,114393,12397,40754,18863,94241,88337,28413,31946,29043,51364,103873,89102,58865,3799,97664,52423,21075,72482,45413,5479,17485,114147,38557,52300
28,104235,51166,112623,103873,110102,101554,92442,107493,98484,114375,88442,85140,111296,110390,30722,92059,95405,108889,107010,113347,91715,101045,105362,87342,91901,84864,108500,110796,107781,115081,115077,114558,111789,115301,72328,98929,86049,92113,116006,17538,48056,52938,1394,72534,85028,105087,107876,111445,91800,4049
34,38978,57014,56239,14716,60501,68882,91331,98678,71519,85497,41153,49231,89018,2648,22380,30800,40638,49616,69453,22804,75725,38997,20917,95468,69871,6647,18173,20051,22085,100528,90414,13301,25584,110681,14819,50322,36518,65778,89609,77638,22471,97355,17830,47437,57675,13903,78142,74257,24197,110171
35,113203,112351,82039,114929,116123,36054,114204,112107,30691,53756,117039,71264,92016,74912,35135,86467,113247,115141,20513,40242,31905,27302,113882,74378,63851,23278,84932,58647,96526,40486,34792,115865,110765,76827,97863,116598,115755,38254,43552,35433,44429,94351,83116,23822,81157,110737,66416,66336,98895,43651
36,109589,105501,109576,114784,103417,105962,99817,109583,111222,107142,108507,109585,103834,113775,100703,109597,105505,104478,105391,109813,113522,103122,110104,110465,105822,103113,103207,108596,110700,104790,103126,108682,105512,108480,105967,109636,107594,113511,104269,108448,102544,112386,106164,109588,105818,114084,110756,106295,103860,115118
39,97748,3115,1006,19271,1877,111069,21160,90155,84212,114364,8746,8473,100172,30494,11624,101091,19001,105154,65818,81756,8180,10588,62081,29953,80589,7154,102464,116370,98466,106035,2817,59960,18419,25799,7260,41136,46925,109549,86219,114376,110790,107253,112283,74940,90716,11220,17711,25995,38318,44258
